,Event 1,Event 2,Label
4918,"['She', 'take', 'a', 'small', 'coffee', 'break']","['She', 'continue', 'to', 'write']",1
4919,"['He', 'buy', 'tons', 'of', 'fruits', 'and', 'vegetables']","['He', 'make', 'all', 'types', 'of', 'healthy', 'juices']",1
4920,"['They', 'become', 'worried', 'about', 'James']","['A', 'family', 'picnicking', 'nearby', 'find', 'James']",1
4921,"['We', 'hook', 'the', 'controllers', 'to', 'the', 'console']","['I', 'manage', 'to', 'take', 'the', 'lead']",1
4922,"['He', 'get', 'to', 'the', 'cheese']","['He', 'notice', 'a', 'bad', 'smell']",1
4923,"['The', 'man', 'show', 'up', 'for', 'work', 'late']","['His', 'boss', 'call', 'him', 'into', 'his', 'office']",1
4924,"['I', 'jump', 'from', 'my', 'seat']","['I', 'touch', 'the', 'phone', 'the', 'ringing', 'stopped']",1
4925,"['They', 'eat', 'way', 'much', 'candy']","['They', 'decide', 'to', 'lay', 'down']",1
4926,"['The', 'boy', 'put', 'on', 'the', 'costume']","['The', 'mom', 'pretend', 'to', 'be', 'scared']",1
4927,"['Alison', 'stand', 'on', 'the', 'podium', 'beaming']","['She', 'hold', 'her', 'lead']",1
4928,"['He', 'shove', 'on', 'the', 'door', 'hard']","['The', 'door', 'swing', 'open', 'quickly']",1
4929,"['He', 'become', 'a', 'counselor']","['He', 'help', 'other', 'children', 'who', 'suffered', 'abuse']",1
4930,"['He', 'start', 'high', 'school']","['They', 'surprise', 'him', 'with', 'a', 'phone']",1
4931,"['Tiffany', 'try', 'food', 'from', 'a', 'street', 'vendor']","['She', 'try', 'new', 'and', 'different', 'foods']",1
4932,"['She', 'start', 'going', 'to', 'knitting', 'classes']","['She', 'never', 'come', 'back']",1
4933,"['We', 'set', 'out', 'all', 'the', 'board', 'games']","['We', 'pick', 'our', 'favorite', 'ones']",1
4934,"['He', 'give', 'me', 'attention']","['He', 'tell', 'me', 'stories']",1
4935,"['They', 'leave', 'to', 'use', 'the', 'bathroom']","['The', 'orders', 'come', 'several', 'minutes', 'later']",1
4936,"['Her', 'friend', 'call', 'the', 'ambulance']","['They', 'rush', 'her', 'to', 'the', 'hospital']",1
4937,"['She', 'decide', 'to', 'enjoy', 'her', 'summer']","['She', 'drop', 'all', 'of', 'her', 'classes']",1
4938,"['His', 'wife', 'find', 'the', 'ants']","['The', 'wife', 'yell', 'at', 'the', 'man']",1
4939,"['A', 'sad', 'film', 'make', 'my', 'grandma', 'cry']","['My', 'grandpa', 'give', 'her', 'a', 'tissue']",1
4940,"['She', 'drive', 'down', 'to', 'her', 'doctors', 'office']","['The', 'doctor', 'order', 'a', 'blood', 'test']",1
4941,"['Their', 'car', 'run', 'out', 'of', 'gas']","['They', 'miss', 'the', 'party', 'were', 'very', 'sad']",1
4942,"['All', 'of', 'a', 'sudden', 'rain', 'pour', 'in']","['They', 'run', 'to', 'the', 'car']",1
4943,"['They', 'decide', 'to', 'tile', 'our', 'bathroom', 'floor']","['We', 'drive', 'to', 'the', 'tile', 'store']",1
4944,"['She', 'start', 'to', 'panic']","['An', 'official', 'take', 'notice']",1
4945,"['She', 'stay', 'up', 'late']","['She', 'see', 'a', 'dog', 'sneak', 'in']",1
4946,"['She', 'talk', 'to', 'some', 'of', 'her', 'friends']","['They', 'all', 'agree', 'to', 'go']",1
4947,"['The', 'man', 'practice', 'his', 'Spanish']","['A', 'Mexican', 'woman', 'hear', 'him']",1
4948,"['The', 'other', 'player', 'get', 'up']","['They', 'yell', 'at', 'the', 'player']",1
4949,"['They', 'use', 'marshmallows', 'and', 'extra', 'chocolate']","['They', 'all', 'eat', 'them', 'around', 'the', 'campfire']",1
4950,"['She', 'take', 'her', 'advice']","['She', 'nail', 'her', 'piece', 'at', 'the', 'recital']",1
4951,"['They', 'enter', 'a', 'cooking', 'competition']","['They', 'cook', 'a', 'delicious', 'pizza']",1
4952,"['They', 'plant', 'onions', 'cilantro', 'and', 'tomatoes']","['They', 'water', 'the', 'garden', 'every', 'night']",1
4953,"['He', 'decide', 'to', 'head', 'to', 'Burger', 'King']","['He', 'order', '2', 'Whopper', 'sandwiches']",1
4954,"['My', 'girlfriend', 'introduce', 'me', 'to', 'her', 'parents']","['Her', 'father', 'stare', 'at', 'me']",1
4955,"['The', 'money', 'grow', 'in', 'the', 'investment']","['He', 'leave', 'that', 'money', 'to', 'his', 'kids']",1
4956,"['They', 'try', 'a', 'few', 'things']","['He', 'settle', 'on', 'archery']",1
4957,"['They', 'get', 'a', 'skateboard']","['They', 'go', 'to', 'the', 'skate', 'park']",1
4958,"['A', 'piece', 'of', 'wood', 'fly', 'up']","['They', 'lose', 'eyesight', 'for', 'a', 'while']",1
4959,"['Some', 'of', 'the', 'soldiers', 'join', 'together']","['They', 'start', 'a', 'company', 'with', 'that', 'money']",1
4960,"['I', 'put', 'her', 'on', 'a', 'leash']","['I', 'try', 'to', 'take', 'the', 'dog', 'out']",1
4961,"['They', 'get', 'a', 'campus', 'tutor']","['They', 'study', 'day', 'and', 'night']",1
4962,"['They', 'explore', 'the', 'area']","['They', 'find', 'another', 'small', 'passageway']",1
4963,"['He', 'keep', 'begging', 'his', 'dad', 'for', 'some']","['His', 'dad', 'give', 'in']",1
4964,"['He', 'finally', 'race', 'his', 'son']","['He', 'cheat', 'to', 'win']",1
4965,"['They', 'get', 'new', 'running', 'shoes']","['He', 'try', 'them', 'on', 'a', 'run']",1
4966,"['His', 'kitten', 'fall', 'ill']","['He', 'take', 'his', 'kitten', 'to', 'the', 'veterinarian']",1
4967,"['She', 'try', 'to', 'find', 'a', 'good', 'doctor']","['She', 'get', 'an', 'implant']",1
4968,"['She', 'open', 'her', 'over', 'stuffed', 'closet']","['She', 'pull', 'all', 'of', 'the', 'clothes', 'out']",1
4969,"['He', 'decide', 'to', 'hide', 'from', 'his', 'mom']","['His', 'mom', 'freak', 'out']",1
4970,"['He', 'neglect', 'washing', 'his', 'hands']","['They', 'always', 'cook', 'food', 'for', 'himself']",1
4971,"['He', 'invite', 'his', 'friends', 'over']","['He', 'try', 'to', 'play', 'the', 'game']",1
4972,"['The', 'trees', 'pile', 'up']","['The', 'owner', 'rent', 'a', 'log', 'splitter']",1
4973,"['He', 'receive', 'the', 'tracking', 'number', 'was', 'home']","['They', 'open', 'the', 'box']",1
4974,"['She', 'pick', 'a', 'whole', 'dozen']","['Sue', 'make', 'them', 'into', 'a', 'crown']",1
4975,"['They', 'meet', 'a', 'beautiful', 'woman', 'there']","['The', 'decide', 'to', 'get', 'married']",1
4976,"['He', 'live', 'with', 'his', 'roommate', 'Tom']","['They', 'own', 'a', 'coffee', 'table']",1
4977,"['They', 'get', 'into', 'an', 'argument', 'in', 'school']","['The', 'argument', 'escalate', 'into', 'a', 'fight']",1
4978,"['She', 'chase', 'her', 'through', 'town']","['She', 'catch', 'up', 'with', 'her']",1
4979,"['He', 'walk', 'to', 'his', 'uncle', 's', 'house']","['He', 'was', 'sleeping', 'he', 'go', 'outside']",1
4980,"['The', 'TV', 'go', 'slipped']","['The', 'screen', 'shatter', 'completely']",1
4981,"['She', 'trip', 'many', 'times']","['She', 'remove', 'her', 'shoes']",1
4982,"['He', 'fall', 'through', 'the', 'air']","['He', 'remember', 'his', 'training']",1
4983,"['They', 'go', 'for', 'the', 'dog']","['She', 'nurse', 'him', 'back', 'to', 'health']",1
4984,"['They', 'go', 'to', 'the', 'speedway']","['The', 'race', 'start', 'at', 'one', 'o', 'clock']",1
4985,"['We', 'decide', 'to', 'meet', 'at', 'the', 'theater']","['I', 'get', 'ready', 'to', 'leave']",1
4986,"['I', 'get', 'two', 'newly', 'released', 'cds']","['She', 'send', 'me', 'an', 'email', 'thanking', 'me']",1
4987,"['The', 'jock', 'was', 'angry', 'he', 'punch', 'Nate']","['He', 'fall', 'on', 'the', 'floor']",1
4988,"['She', 'record', 'the', 'song', 'on', 'her', 'computer']","['She', 'play', 'the', 'recording', 'of', 'the', 'song']",1
4989,"['She', 'throw', 'out', 'the', 'soggy', 'bread']","['They', 'order', 'pizza', 'delivered']",1
4990,"['We', 'go', 'camping', 'at', 'Spring', 'River']","['Amber', 'show', 'up', 'at', 'the', 'campsite']",1
4991,"['She', 'realize', 'she', 'had', 'a', 'cavity']","['She', 'visit', 'the', 'dentist']",1
4992,"['I', 'see', 'my', 'dad', 'fly', 'over', 'me']","['He', 'trip', 'halfway', 'over']",1
4993,"['Her', 'man', 'call', 'to', 'apologize']","['They', 'watch', 'the', 'movie', 'together']",1
4994,"['They', 'shout', 'back', 'at', 'the', 'bullies']","['They', 'form', 'a', 'circle', 'around', 'her']",1
4995,"['He', 'call', 'his', 'friend', 'Justin']","['Justin', 'arrive', 'in', 'his', 'black', 'car']",1
4996,"['He', 'trip', 'on', 'the', 'sidewalk']","['He', 'end', 'up', 'losing', 'a', 'tooth']",1
4997,"['The', 'jogger', 'run', 'up', 'the', 'hill']","['He', 'become', 'out', 'of', 'breath']",1
4998,"['He', 'drive', 'around', 'in', 'his', 'funny', 'car']","['The', 'kids', 'hear', 'a', 'familiar', 'sound']",1
4999,"['He', 'put', 'his', 'shorts', 'in', 'the', 'sink']","['He', 'wash', 'the', 'shorts', 'by', 'hand']",1
5000,"['The', 'man', 'pour', 'ketchup']","['The', 'ketchup', 'spill', 'over', 'his', 'plate']",1
5001,"['They', 'go', 'to', 'the', 'gas', 'station']","['He', 'drive', 'on', 'the', 'highway', 'afterwards']",1
5002,"['His', 'mother', 'walk', 'into', 'his', 'room']","['She', 'trip', 'over', 'a', 'toy', 'car']",1
5003,"['I', 'see', 'my', 'neighbor', 'Donna', 'today']","['The', 'girl', 'look', 'very', 'tired']",1
5004,"['They', 'get', 'to', 'the', 'pool']","['They', 'jump', 'right', 'in']",1
5005,"['Her', 'mom', 'call', 'on', 'the', 'phone']","['She', 'give', 'her', 'an', 'inspiration']",1
5006,"['I', 'touch', 'first', 'base']","['I', 'go', 'right', 'past', 'second', 'base']",1
5007,"['Our', 'son', 'sprain', 'an', 'ankle', 'in', '2013']","['He', 'go', 'to', 'the', 'hospital', 'emergency', 'room']",1
5008,"['He', 'call', 'the', 'radio', 'station']","['The', 'radio', 'station', 'hang', 'up', 'the', 'phone']",1
5009,"['I', 'meet', 'an', 'old', 'friend', 'for', 'lunch']","['We', 'show', 'off', 'pictures', 'of', 'our', 'families']",1
5010,"['He', 'set', 'up', 'a', 'small', 'camera']","['Chance', 'leave', 'the', 'house']",1
5011,"['He', 'go', 'on', 'the', 'computer']","['He', 'decide', 'to', 'search', 'for', 'job', 'listings']",1
5012,"['Her', 'parents', 'take', 'in', 'an', 'exchange', 'student']","['They', 'end', 'up', 'liking', 'each', 'other']",1
5013,"['He', 'finally', 'make', 'lots', 'of', 'money']","['He', 'buy', 'a', 'mansion']",1
5014,"['They', 'suggest', 'they', 'try', 'different', 'foods']","['The', 'couple', 'try', 'new', 'ethnic', 'foods']",1
5015,"['She', 'look', 'everywhere', 'for', 'the', 'perfect', 'case']","['She', 'find', 'one', 'at', 'the', 'mall']",1
5016,"['They', 'live', 'in', 'Kansas']","['Julie', 'hear', 'the', 'tornado', 'alarm', 'going', 'off']",1
5017,"['He', 'put', 'a', 'dollar', 'in', 'the', 'machine']","['He', 'pull', 'the', 'handle']",1
5018,"['He', 'go', 'on', 'stage', 'first']","['They', 'sing', 'the', 'song', 'perfectly']",1
5019,"['We', 'hear', 'crawling', 'noises']","['The', 'noises', 'continue', 'for', 'several', 'minutes']",1
5020,"['He', 'finally', 'arrive', 'in', 'Cleveland']","['They', 'visit', 'a', 'museum']",1
5021,"['They', 'buy', 'a', 'new', 'album']","['She', 'listen', 'to', 'the', 'album']",1
5022,"['He', 'get', 'home', 'from', 'work']","['He', 'notice', 'a', 'terrible', 'smell']",1
5023,"['I', 'decide', 'to', 'have', 'a', 'cup']","['I', 'get', 'my', 'energy', 'back']",1
5024,"['He', 'find', 'out', 'that', 'he', 'failed']","['He', 'drop', 'out', 'of', 'school']",1
5025,"['She', 'put', 'on', 'a', 'long', 'dress']","['The', 'audience', 'laugh', 'at', 'her']",1
5026,"['I', 'leave', 'my', 'house', 'early']","['I', 'turn', 'right', 'down', 'my', 'street']",1
5027,"['The', 'child', 'run', 'away', 'from', 'home']","['The', 'parents', 'contact', 'the', 'police']",1
5028,"['He', 'fill', 'a', 'bottle', 'with', 'tap', 'water']","['He', 'take', 'his', 'first', 'gulp']",1
5029,"['His', 'dog', 'learn', 'to', 'only', 'bark', 'occasionally']","['They', 'stop', 'keeping', 'up', 'the', 'neighbors']",1
5030,"['Her', 'mom', 'take', 'her', 'to', 'the', 'pool']","['She', 'patiently', 'teach', 'Ava', 'the', 'basics']",1
5031,"['She', 'miss', 'her', 'very', 'much']","['She', 'take', 'a', 'trip', 'to', 'Montana']",1
5032,"['They', 'live', 'to', 'a', 'ripe', 'old', 'age']","['He', 'start', 'going', 'blind']",1
5033,"['He', 'shoot', 'hoops', 'for', 'the', 'coach']","['He', 'actually', 'make', 'the', 'cut']",1
5034,"['They', 'throw', 'a', 'Frisbee', 'at', 'Carlos']","['The', 'Frisbee', 'approach', 'him']",1
5035,"['Their', 'moms', 'work', 'together']","['She', 'go', 'with', 'her']",1
5036,"['He', 'pull', 'out', 'his', 'camera']","['He', 'develop', 'the', 'film']",1
5037,"['He', 'listen', 'to', 'his', 'parents', 'finally']","['No', 'one', 'hire', 'him', 'however']",1
5038,"['He', 'finally', 'get', 'up']","['He', 'leave', 'the', 'bed', 'a', 'mess']",1
5039,"['They', 'start', 'coming', 'home', 'late', 'from', 'work']","['Joy', 'suspect', 'he', 'was', 'lying', 'about', 'working']",1
5040,"['They', 'go', 'to', 'the', 'park', 'one', 'morning']","['She', 'notice', 'there', 'were', 'tiny', 'little', 'flowers']",1
5041,"['He', 'complain', 'to', 'the', 'waiter']","['The', 'waiter', 'bring', 'him', 'new', 'food']",1
5042,"['She', 'place', 'the', 'eggs', 'in', 'the', 'saucepan']","['She', 'remove', 'from', 'the', 'burner']",1
5043,"['She', 'visit', 'her', 'grandma']","['She', 'watch', 'a', 'lot', 'of', 'Spanish', 'TV']",1
5044,"['The', 'boy', 'accidentally', 'shoot', 'the', 'dad']","['His', 'dad', 'sternly', 'reprimand', 'him']",1
5045,"['They', 'cooperate', 'on', 'a', 'project']","['The', 'project', 'go', 'well']",1
5046,"['He', 'take', 'him', 'to', 'the', 'circus']","['The', 'clowns', 'come', 'out']",1
5047,"['The', 'plane', 'take', 'off']","['I', 'become', 'very', 'calm', 'everything', 'was', 'fine']",1
5048,"['They', 'play', 'with', 'him']","['They', 'decide', 'he', 'was', 'PDD', 'NOS']",1
5049,"['They', 'start', 'looking', 'at', 'buying', 'a', 'houseboat']","['He', 'find', 'a', 'houseboat', 'that', 'he', 'loved']",1
5050,"['He', 'collapse', 'on', 'the', 'ground']","['He', 'get', 'back', 'to', 'where', 'he', 'started']",1
5051,"['He', 'decide', 'to', 'challenge', 'his', 'friend', 'Jack']","['They', 'agree', 'to', 'play', 'Jude']",1
5052,"['She', 'ditch', 'art', 'class', 'on', 'day']","['They', 'pull', 'out', 'cans', 'of', 'spray', 'paint']",1
5053,"['She', 'feel', 'very', 'confident']","['She', 'give', 'a', 'great', 'opening', 'statement']",1
5054,"['They', 'throw', 'the', 'ball', 'to', 'a', 'receiver']","['They', 'score', 'a', 'touchdown']",1
5055,"['He', 'pass', 'out', 'instantly']","['He', 'wake', 'up', 'tired']",1
5056,"['She', 'save', 'up', 'her', 'money']","['Paige', 'book', 'a', 'European', 'cruise']",1
5057,"['He', 'put', 'the', 'information', 'in', 'a', 'spreadsheet']","['They', 'become', 'overwhelmed', 'by', 'so', 'much', 'information']",1
5058,"['We', 'go', 'to', 'a', 'conference', 'for', 'work']","['We', 'notice', 'a', 'bunch', 'of', 'commotion']",1
5059,"['She', 'go', 'to', 'the', 'dealership', 'right', 'away']","['Cara', 'spend', 'hours', 'looking', 'at', 'cars']",1
5060,"['She', 'end', 'up', 'going', 'shopping']","['She', 'see', 'the', 'nicest', 'dress']",1
5061,"['They', 'go', 'to', 'the', 'local', 'pond', 'yesterday']","['He', 'catch', 'a', 'large', 'fish']",1
5062,"['He', 'ask', 'his', 'friends', 'for', 'the', 'binoculars']","['His', 'friend', 'ask', 'why', 'he', 'needed', 'them']",1
5063,"['He', 'open', 'the', 'wine', 'with', 'a', 'knife']","['He', 'cut', 'his', 'hand', 'with', 'the', 'knife']",1
5064,"['The', 'cop', 'sit', 'at', 'his', 'speed', 'trap']","['The', 'cop', 'chase', 'the', 'car']",1
5065,"['He', 'decide', 'to', 'read', 'the', 'entire', 'newspaper']","['He', 'finish', 'reading', 'the', 'whole', 'thing']",1
5066,"['He', 'decide', 'to', 'snack', 'on', 'some', 'peanuts']","['He', 'eat', 'a', 'handful', 'of', 'peanuts']",1
5067,"['The', 'rocket', 'land', 'on', 'the', 'roof']","['They', 'get', 'out', 'a', 'ladder']",1
5068,"['The', 'children', 'get', 'older']","['She', 'decide', 'to', 'stop', 'working']",1
5069,"['Miley', 'gladly', 'accept', 'the', 'invite']","['She', 'now', 'sing', 'with', 'choir', 'every', 'week']",1
5070,"['A', 'stranger', 'listen', 'to', 'the', 'man']","['Everybody', 'else', 'get', 'very', 'quiet']",1
5071,"['We', 'wake', 'up', 'was', 'hungry', 'for', 'waffles']","['We', 'decide', 'to', 'get', 'in', 'the', 'car']",1
5072,"['The', 'teacher', 'notify', 'her', 'mother']","['She', 'now', 'attend', 'her']",1
5073,"['They', 'come', 'home', 'from', 'work']","['His', 'wife', 'motion', 'him', 'to', 'the', 'patio']",1
5074,"['They', 'go', 'to', 'the', 'mailbox']","['He', 'open', 'the', 'box']",1
5075,"['He', 'greet', 'an', 'old', 'man']","['They', 'start', 'to', 'talk']",1
5076,"['He', 'go', 'to', 'school', 'on', 'a', 'Monday']","['He', 'challenge', 'Billy', 'to', 'a', 'fight']",1
5077,"['The', 'man', 'take', 'a', 'long', 'lunch']","['A', 'co', 'worker', 'tell', 'his', 'boss']",1
5078,"['A', 'kitten', 'cry', 'for', 'help']","['He', 'rescue', 'the', 'kitten']",1
5079,"['He', 'pick', 'his', 'buddy', 'Max']","['They', 'go', 'sky', 'diving']",1
5080,"['She', 'throw', 'the', 'ice', 'at', 'the', 'boy']","['He', 'pick', 'up', 'the', 'dirty', 'ice']",1
5081,"['They', 'grow', 'bored', 'of', 'waiting', 'inside']","['She', 'rushed', 'out', 'wish']",1
5082,"['They', 'decide', 'to', 'go', 'to', 'the', 'park']","['They', 'bring', 'sandwiches', 'and', 'dessert']",1
5083,"['The', 'man', 'come', 'up', 'with', 'a', 'strategy']","['He', 'move', 'some', 'markers', 'on', 'a', 'board']",1
5084,"['They', 'decide', 'to', 'move', 'across', 'the', 'country']","['They', 'rent', 'a', 'Uhaul']",1
5085,"['He', 'look', 'down', 'into', 'the', 'water']","['He', 'see', 'a', 'large', 'frog']",1
5086,"['The', 'man', 'request', 'an', 'estimate']","['He', 'get', 'the', 'work', 'done']",1
5087,"['I', 'go', 'to', 'my', 'neighbor']","['The', 'dog', 'never', 'shit', 'in', 'my', 'yard']",1
5088,"['She', 'take', 'her', 'toddler']","['They', 'look', 'at', 'the', 'seahorses']",1
5089,"['He', 'work', 'extra', 'hours', 'at', 'work']","['He', 'really', 'appreciate', 'his', 'effort']",1
5090,"['The', 'baby', 'start', 'to', 'cry']","['The', 'mother', 'walk', 'over', 'to', 'the', 'baby']",1
5091,"['We', 'go', 'out', 'dancing', 'at', 'a', 'nightclub']","['I', 'drop', 'her', 'off']",1
5092,"['He', 'lose', 'the', 'game', 'for', 'his', 'team']","['He', 'let', 'all', 'of', 'his', 'teammates', 'down']",1
5093,"['He', 'get', 'into', 'an', 'accident', 'right', 'away']","['He', 'sell', 'the', 'motorcycle', 'soon']",1
5094,"['He', 'go', 'to', 'the', 'pound']","['He', 'see', 'a', 'sad', 'puppy']",1
5095,"['Carl', 'join', 'a', 'gym']","['He', 'begin', 'to', 'attend', 'the', 'gym', 'everyday']",1
5096,"['She', 'drive', 'to', 'the', 'dump']","['They', 'wonder', 'what', 'the', 'smell', 'was']",1
5097,"['She', 'call', 'her', 'dad']","['Her', 'dad', 'drive', 'to', 'Lucy', 's', 'location']",1
5098,"['They', 'go', 'to', 'the', 'doctor', 'for', 'help']","['The', 'doctor', 'give', 'Katrina', 'several', 'treatments']",1
5099,"['He', 'meet', 'a', 'friend', 'there', 'named', 'Scarlet']","['They', 'stay', 'up', 'the', 'whole', 'night', 'talking']",1
5100,"['They', 'make', 'flat', 'bread', 'pizzas', 'for', 'dinner']","['She', 'add', 'many', 'toppings']",1
5101,"['She', 'turn', 'around', 'her', 'elbow']","['She', 'try', 'to', 'catch', 'the', 'bag']",1
5102,"['They', 'slide', 'across', 'the', 'wood', 'floor']","['They', 'slide', 'into', 'the', 'counter']",1
5103,"['Grant', 'just', 'get', 'some', 'big', 'news']","['They', 'anxiously', 'await', 'the', '9', 'months']",1
5104,"['The', 'talk', 'show', 'host', 'make', 'a', 'speech']","['The', 'host', 'apologize', 'to', 'the', 'audience']",1
5105,"['Her', 'friends', 'make', 'an', 'intervention', 'for', 'her']","['They', 'feel', 'a', 'lot', 'better']",1
5106,"['One', 'of', 'the', 'cops', 'shoot', 'the', 'therapist']","['They', 'try', 'to', 'calm', 'the', 'situation', 'down']",1
5107,"['He', 'leave', 'the', 'cat', 'with', 'the', 'woman']","['They', 'go', 'on', 'vacation']",1
5108,"['She', 'get', 'her', 'last', 'promotion']","['She', 'buy', 'the', 'best', 'clothes']",1
5109,"['They', 'hit', 'something', 'in', 'the', 'road']","['The', 'car', 'start', 'to', 'slow', 'down']",1
5110,"['She', 'blow', 'up', 'a', 'balloon']","['The', 'cat', 'play', 'with', 'the', 'balloon']",1
5111,"['She', 'run', 'back', 'to', 'her', 'car']","['She', 'get', 'to', 'her', 'car']",1
5112,"['The', 'pain', 'hit', 'hard']","['I', 'start', 'to', 'cry']",1
5113,"['She', 'hire', 'a', 'coach']","['The', 'coach', 'help', 'her', 'learn']",1
5114,"['They', 'give', 'her', 'a', 'handbag']","['She', 'express', 'her', 'gratitude']",1
5115,"['The', 'pageant', 'contestants', 'arrive', 'at', 'the', 'arena']","['They', 'file', 'onto', 'the', 'stage']",1
5116,"['They', 'point', 'to', 'a', 'bundle', 'of', 'flowers']","['They', 'clutch', 'the', 'bundle', 'of', 'flowers', 'close']",1
5117,"['She', 'feed', 'them', 'whatever', 'she', 'ate']","['Her', 'cats', 'develop', 'diabetes']",1
5118,"['I', 'get', 'a', 'new', 'couch', 'yesterday']","['I', 'immediately', 'sit', 'down']",1
5119,"['They', 'decide', 'to', 'buy', 'a', 'gift']","['She', 'buy', 'a', 'necklace', 'online']",1
5120,"['I', 'purchase', 'a', 'bottle', 'of', 'seltzer']","['I', 'was', 'I', 'finish', 'the', 'entire', 'bottle']",1
5121,"['They', 'take', 'the', 'test']","['They', 'pass', 'with', 'flying', 'colors']",1
5122,"['The', 'blister', 'swell', 'to', 'epic', 'proportions']","['I', 'pop', 'the', 'blister']",1
5123,"['The', 'couple', 'go', 'to', 'the', 'ice', 'machine']","['The', 'girl', 'grab', 'some', 'ice']",1
5124,"['He', 'leave', 'home', 'for', 'college']","['He', 'go', 'to', 'Snowshoe', 'Ski', 'Resort']",1
5125,"['They', 'decide', 'to', 'buy', 'a', 'new', 'kitty']","['She', 'take', 'her', 'everywhere']",1
5126,"['The', 'man', 'consult', 'his', 'lawyer']","['The', 'lawyer', 'give', 'him', 'advice']",1
5127,"['He', 'plan', 'his', 'trip', 'in', 'advance']","['He', 'learn', 'of', 'terrorists', 'attack', 'over', 'there']",1
5128,"['They', 'finally', 'get', 'a', 'table']","['The', 'waiter', 'never', 'come', 'over']",1
5129,"['They', 'oversee', 'each', 'decision']","['The', 'home', 'come', 'together', 'beautifully']",1
5130,"['They', 'attend', 'a', 'friend', 's', 'birthday', 'party']","['He', 'tear', 'open', 'the', 'bag', 'as', 'soon']",1
5131,"['The', 'man', 'tell', 'his', 'friend']","['His', 'friend', 'suggest', 'a', 'strategy']",1
5132,"['We', 'drive', 'up', 'the', 'big', 'glass', 'church']","['We', 'sit', 'inside', 'for', 'a', 'long', 'time']",1
5133,"['He', 'diet', 'with', 'him']","['He', 'lose', 'a', 'lot', 'of', 'weight']",1
5134,"['I', 'see', 'the', 'sub']","['I', 'notice', 'that', 'the', 'bread', 'was', 'soggy']",1
5135,"['He', 'distract', 'himself', 'by', 'playing', 'music']","['He', 'lose', '150', 'pounds']",1
5136,"['He', 'tell', 'everyone', 'is', 'he', 'retiring']","['He', 'spend', 'his', 'final', 'days', 'at', 'work']",1
5137,"['The', 'man', 'lift', 'some', 'weights']","['He', 'pull', 'a', 'back', 'muscle']",1
5138,"['Everyone', 'suddenly', 'decide', 'to', 'leave']","['We', 'follow', 'to', 'the', 'new', 'forum']",1
5139,"['She', 'clap', 'when', 'she', 'was', 'honored']","['She', 'feel', 'very', 'proud', 'of', 'herself']",1
5140,"['They', 'reach', 'the', 'giraffe', 'enclosure']","['She', 'get', 'a', 'shock']",1
5141,"['They', 'start', 'trying', 'to', 'make', 'new', 'friends']","['He', 'miss', 'his', 'old', 'friends']",1
5142,"['He', 'check', 'the', 'printer']","['The', 'man', 'print', 'the', 'document']",1
5143,"['He', 'get', 'upset', 'at', 'his', 'friend']","['His', 'friend', 'buy', 'him', 'a', 'new', 'sweater']",1
5144,"['I', 'work', 'at', 'the', 'grocery', 'store']","['My', 'third', 'grade', 'teacher', 'come', 'in']",1
5145,"['She', 'ask', 'Ralph', 'if', 'he', 'was', 'smoking']","['He', 'lie', 'said', 'he', 'was', 'n', 't']",1
5146,"['He', 'begin', 'to', 'pick', 'up', 'his', 'pace']","['He', 'begin', 'to', 'win', 'some', 'races']",1
5147,"['We', 'finally', 'get', 'to', 'the', 'zoo']","['We', 'walk', 'around', 'for', 'a', 'bit']",1
5148,"['They', 'buy', 'a', 'dog']","['He', 'take', 'him', 'home']",1
5149,"['The', 'air', 'smell', 'bad']","['They', 'use', 'air', 'freshener']",1
5150,"['She', 'turn', 'on', 'the', 'stove']","['She', 'put', 'a', 'pan', 'on', 'the', 'stove']",1
5151,"['She', 'go', 'to', 'the', 'used', 'dealership']","['They', 'give', 'her', 'a', 'good', 'used', 'one']",1
5152,"['They', 'argue', 'over', 'a', 'tie', 'breaker']","['The', 'room', 'take', 'a', 'vote']",1
5153,"['The', 'sun', 'break', 'through', 'the', 'clouds']","['She', 'take', 'the', 'kids', 'to', 'the', 'park']",1
5154,"['They', 'let', 'out', 'a', 'scream']","['Her', 'hands', 'grip', 'the', 'blanket', 'tightly']",1
5155,"['She', 'buy', 'crab', 'legs']","['They', 'cook', 'them', 'for', 'the', 'family', 'dinner']",1
5156,"['He', 'get', 'into', 'a', 'fight']","['They', 'pull', 'out', 'a', 'knife']",1
5157,"['He', 'figure', 'his', 'internet', 'connection', 'was', 'bad']","['He', 'fiddle', 'with', 'the', 'wireless', 'router']",1
5158,"['I', 'drive', 'over', 'to', 'the', 'car', 'wash']","['I', 'buy', 'a', 'car', 'wash']",1
5159,"['Marta', 'dominate', 'the', 'game', 'offensively', 'and', 'defensively']","['Her', 'team', 'win', 'without', 'losing', 'a', 'point']",1
5160,"['He', 'go', 'to', 'a', 'nearby', 'coffee', 'shop']","['He', 'order', 'a', 'coffee']",1
5161,"['They', 'live', 'in', 'the', 'small', 'breeder', 'net']","['The', 'grow', 'much', 'larger']",1
5162,"['They', 'put', 'the', 'tree', 'in', 'the', 'chipper']","['The', 'chipper', 'chop', 'the', 'tree', 'up']",1
5163,"['The', 'couple', 'fight', 'badly']","['The', 'marriage', 'last', 'six', 'months']",1
5164,"['His', 'friend', 'shoot', 'a', 'basket']","['He', 'miss', 'the', 'shot']",1
